photo_reference,place_id,height,width,uploader_name,uploader_url
AcYSjRhKrWUh_2Z6_BD9yR91Cze55sjO5siRwUZEwbOu0p-gzS2k9Ww3KN4ZSVMCOgRA1NRoMgyLhGPdXkZnJypjQzpHjrZi5b-LV-45JqXyjxgFzcG_ohTJ87XG0keWGGgBdR0JA7oq15Xsxh1_VOwZtYMimSZw3hoQ0nupkweF9wdj5N3C,ChIJcS828idTwFQRsPkU2KLl1kQ,2048,1536,Borgo Pass Vineyards,https://maps.google.com/maps/contrib/112920392952559358552
AcYSjRjk0IThTzXSiwUAOPRsXWo8EWcMr5oqq5-4AkCYMz1HRw2FzY4Cw__nfNSGP4qO7KgS8Eza5zMjqkhCH5JKOvKS0ZbuKNk2bj4wEwBYFKu9__eJ0-5RGMg453QjNbWizvNm7L9aWeMfgjFQP8oiCXwnXB9Yxf5cjwXFrp1j_fKD8XU3,ChIJ5WXtlbFqolQRwUhfJ7FvVWE,1363,2048,FIGGINS Winery,https://maps.google.com/maps/contrib/113102186844270496916
AcYSjRirbA5PEfQd8rp52HumGfSzULFm4uR0HkwWr0MOfMSpwfRUoM0e6X7cEnygYj4U206aZlEZWu1VOBmDt77Jcvdm5dJJZuEQgi4N7fWL2Fk3eA7yqh60hxDp2gbP9ilC1CKvgE0PQu3CTnVODk434lKhirD5d-W6qQOwT3vW8uC_7v9R,ChIJ5WXtlbFqolQRwUhfJ7FvVWE,2119,2450,FIGGINS Winery,https://maps.google.com/maps/contrib/113102186844270496916
AcYSjRg15q3-SBx5htb8mo0LJqk9bOFQa6G4_0Z9yC5PotpDhJIz9rFUui8PZ5nvH8A_FowlsKHm_CDtj0kapXfPbShXUy_vv2dtg5rQ6HzR6bbnEiLiV9xs60SnSq5YKnhizS6kfcDDp14B3tCnPI3s2RweX5TWyhu3IBPWH5GZE3zOXMY0,ChIJ5WXtlbFqolQRwUhfJ7FvVWE,1349,1080,FIGGINS Winery,https://maps.google.com/maps/contrib/113102186844270496916
AcYSjRgVrl7yXPitPHUdrI8D8p5Wmp2CIQCjuP9VNGaPerkGXk_Dty5ZkcCUr9eVkVktoH03EKKsvJQhYQiXJJRXf5zxFOAaDA_TjGByorI-CsBTHWEC1e6JG3_layT3AhQ25xxe8lGC7Ck_2FIFjlH2xQjPRKKIVWCMijtcix6Jph77834M,ChIJ5WXtlbFqolQRwUhfJ7FvVWE,2524,3013,FIGGINS Winery,https://maps.google.com/maps/contrib/113102186844270496916
AcYSjRjW5hB9SBl9GvCzj4KpKiti8zRj3IkC36WSFkEFW5VFHqn704dW-b-HrXr-1h8PkcMZOoroJR07qyCUYnRPfhZS1dyeyGDaUfjm_koaQWQervTQZw4o1sxXX6btozqtmGfGPh_wgNZMIsrmJQ1VAVwe4UttbDK3TsqAR3Kz1NSqTqHe,ChIJ5WXtlbFqolQRwUhfJ7FvVWE,3000,4000,Michael Archibald,https://maps.google.com/maps/contrib/110305351614990092194
AcYSjRiJC_T18Kl0lza6t3gtkm4QQ5zLgsnPKtcn3p3EbYBj7eru8Wx-8_p8ze2cvZsm9t-pm6CYFfkziFhNr-95fw6SSuY2NFi591coiy04p4-6FZPdFkM6aYG-r4pqAkCGeuseLKO52g-u48jjbCQFIhU8fTPk6-oNu9-urfz_B-zmZKqs,ChIJ5WXtlbFqolQRwUhfJ7FvVWE,2181,3272,FIGGINS Winery,https://maps.google.com/maps/contrib/113102186844270496916
AcYSjRheL1toErtt0DtD_8R1Ns8hGZrDa0QTiPUHuEAPGKFaZmDDf18CvLdi6A1zdUpd56-R1EPQIHglgfBWDPgnes9xljq9WJdlUfdCfImodaoUY-tsQTCjcp94SZsWhWCrkM3qcU_kcn7mhOkp9Rp3R8Lm7Fd1_lvh82zpC4tyM09-Gq90,ChIJ5WXtlbFqolQRwUhfJ7FvVWE,820,1204,FIGGINS Winery,https://maps.google.com/maps/contrib/113102186844270496916
AcYSjRi3amHbHGdQTZS5NhmOkTehCqV40DkuAbOZvtaKKvE-I505gh32Xq5WG1SsbUyl3-dSYU8ODJrsbXB0RDt-dpv-8GaZYR_rfh-JxTTc72c5Le2UhuBnQ_NcZM3n9nT-Zlg7B6cRjHslAG5HIqleiZKyO3oseqbDrT_ArdSSlXgxYveA,ChIJ5WXtlbFqolQRwUhfJ7FvVWE,4000,3000,Michael Archibald,https://maps.google.com/maps/contrib/110305351614990092194
AcYSjRgPRvbzVQIHbSmaDN4HGqncR0PDSiMQvVthUmpY_Ij9fKOYLRsTlLECYb-LA7mS1jVLxpasdv5TZQC00tfDdlz_nS996jT1XgjYiWVRsxvdwc_dZjN5hCy7hpJbRN49atvIV_oauqNXpFYdCKYweVfflQDbMB66Jxd4AnFj_jwUzCO0,ChIJ5WXtlbFqolQRwUhfJ7FvVWE,680,1024,FIGGINS Winery,https://maps.google.com/maps/contrib/113102186844270496916
AcYSjRhh-mUMcz6JsekvKQ3tjZ8bdDMk7QWGQ6SBMkyJDuE8NEtyrEnwMZ6Znr6vy9H9K4YMvfAFluxj1VuF00FXMnaXNRJmxg8s-C-_AteZaxeM5D_JOmrKeVd9tsqotR6PX_edqmqDh7yBqLuQNGArjK81a6-VSGntrnrtXHWIgeS5Y8hK,ChIJ5WXtlbFqolQRwUhfJ7FvVWE,1800,2700,FIGGINS Winery,https://maps.google.com/maps/contrib/113102186844270496916
AcYSjRiJtk-Qv3bNVIxZi_bF3eDHHT8Y2XgcNhgX9MZQGNxsl8E1FfvF3CEPmjfV5al_wFnCZn3nuyPwQoMw1hl49ysEKRo2CccJ46aS3lYezNKwNtpfFKO81DJf0KOsjGPDP_x4cymP5HnqqnIjcr-McHXJSA-OI_O7UTkMTb4PONZEh5io,ChIJ37RsjNhrlVQRJc7DbLHhIIE,1079,1920,Nemarniki Vineyard ,https://maps.google.com/maps/contrib/105039271566442001231
AcYSjRhKM0_jKyrrFUlfAnmma7YlLcB7EUqzBuS0IEYdBpxwEuswkS5nq_TeED14emRtONHO3BDMAqc7Etreq7PuhypDP49BbJCP0vDOfzjIG6L95QfMrU89cqYs7DvjouuBw54LpfrArVB7ADAlOHZM2iriUCR45uPUxi7_tZOfVG10biPO,ChIJ37RsjNhrlVQRJc7DbLHhIIE,3024,4032,Nyvette Marquez,https://maps.google.com/maps/contrib/117905665418346871012
AcYSjRgiqMcIa3OOPZ7T59cNTgXsvzgfy0fTZ4LT7QB2WWkWSg0qRuFNYQRzO9LWWSAtU_pJYEcF7LUX-q5IpzYhdmKraP2FN5DaCDsK8QOx2VlOANkZLHiFJewlAPZ7H_tvgmvEWfSEwC-qYo0DPE_3yF4YxS77ZPeDEoxc5JUJTfBL9STO,ChIJ37RsjNhrlVQRJc7DbLHhIIE,3024,4032,Nyvette Marquez,https://maps.google.com/maps/contrib/117905665418346871012
AcYSjRi2RYk1ZXe64ovXNfqL_BCUfI9gxN8Hxgul1xk2kI290OpyZ9eRg8_qiW6a46hN1WZBdr1firDwFaMMfP4wnRCBnl0SnkbldLTLDXKsxz-fZmZmNbwLUAjUeP6F2ZIeEpI-w1-Z_263l0ubGY2R9oOJSzzgXwf6FWqgvnrzumHMS7LJ,ChIJ37RsjNhrlVQRJc7DbLHhIIE,2268,4032,USN Explorer,https://maps.google.com/maps/contrib/117745364373054220465
AcYSjRg_FdGxAPwz0z1ZZdJH5hDyvARS4ugaEd_efFoPMIvnX013Ew4F7UM_s6Vm4tps-6LRVT7PoeebVjXgC9_kHN8YK-4DbPPzVhMZoiuZcqToJOUFDkjJbu8gNqFBDdy9pfE68LV34sOAd9IHack8pTD0Wcn0-a-28N1TJRLDN6z9NPnt,ChIJ37RsjNhrlVQRJc7DbLHhIIE,2268,4032,USN Explorer,https://maps.google.com/maps/contrib/117745364373054220465
AcYSjRh96Gb76AZN6nQzRoVsD4l50R4KQbQvHGqAdYCQZGTa1ODsR0VBSb0gfcyCbc9S8WXduitdGDrwQYOSkySe8zXkvD_IFf5kZMNIpCN_Eq3gwY6hw0mgRL4lrpernXNz4IdXd6lD9f-hyyKxqQ-CRElsqBTFWdu2VSW1JDYBULM7U5ES,ChIJ37RsjNhrlVQRJc7DbLHhIIE,4032,3024,Nyvette Marquez,https://maps.google.com/maps/contrib/117905665418346871012
AcYSjRjDep9LoX7KwghDNGX2me5nVK4T0lrzmAxtOXGyxzzByQLmL6CsG8vbgP1Il5VtqfXaH7E43ouhpcyu_jeom1XFSNhtjOqqFxAz0FGNYw7khIjV71bo3HytIUpc_iVWafdivl5cfv7EI7LOeXh65WBA4DvnR1aVHrtd6Bpb852TPUoU,ChIJ37RsjNhrlVQRJc7DbLHhIIE,3024,4032,Nyvette Marquez,https://maps.google.com/maps/contrib/117905665418346871012
AcYSjRhGXeaJwjc-oBUqmFrqv0uPvC7mWrtypbnO5P9RIfkMCAE-dMYFdQxyq0ENkvpExvxl0pLO-vJFRsUzKNK3lmqEN-9Ji4WettpMWJi1lYXD4H5cgYRNbOqjCUk2L_mwdc6xo-nH4Yg_9joGHwgQ6S6OqW1BB0GMXul7oTo-HO21kZku,ChIJ37RsjNhrlVQRJc7DbLHhIIE,4032,1816,Rafael Santana,https://maps.google.com/maps/contrib/111053640172773275911
AcYSjRjtLFcV_kvCugEa5yyePpdvxtveEGjGF4vxCXqgHP_RYmkFDIbeJA4L8Xt4DhRoJwri9AC8HijcBgRxG5FhFCQwFj1svUnHsgun5k5kE6uftP8X0uZj-nJfbAhx0DkOn0mvVsKh39QA19g8W3R31UohnHDKuipcBEEbc7GZ5vq0YKAj,ChIJ37RsjNhrlVQRJc7DbLHhIIE,4032,1816,Rafael Santana,https://maps.google.com/maps/contrib/111053640172773275911
AcYSjRg4HJN27ILw9W-gXx445nqhfwkVKU5Mu51P38L_5o995zcz8jI-S-jaVFbWNEfBX3xiE1LxDVlZxwJ6UVc3iLET2qkFm-5sxlfLdvWpYEr3ERZZp7Hj6JvhhQPizZ6M_pSsLADbkzIY9HzUc7pdxACsb-mVO2sMYjiSJm-xTdYJ-34q,ChIJ37RsjNhrlVQRJc7DbLHhIIE,2736,3648,Rafael Santana,https://maps.google.com/maps/contrib/111053640172773275911
AcYSjRh2r9ykni5eVDjbFvZ_LUXqlWtKsU1BbiXTU6U-B1vxEAd3ykpUSP5krpg2z5S-JY4MXt4MwSvIGcqUa65LGxAUzw9IHHsA_l9hI2FOhrzb7SViW04T90yNMnDDbbQUudBL8eWSm63bgxru_Y_DQP6uwtmXkwHSpe_9SjMbCzER2dpV,ChIJmz8wPp6qwVQRibeXpi_EitI,2448,3264,Walnut Ridge Vineyard,https://maps.google.com/maps/contrib/108887893449217372970
AcYSjRg1iWC610x0EPoe5w94En9ZW6-CQHKr3EXbvzTfJwHTztfAgzLURMS2pXDRSMnGacmfPh5ebaX0rKn4Rd5YvgWs7jOuVX_LR_1LH-AlfIKYCMvHXcm_OzCV__633YD-WLOoPXNPc6CRMQLa_i6jDWEBhwSEtWz8UW2t1dRpFm1q3hxn,ChIJmz8wPp6qwVQRibeXpi_EitI,3024,4032,Walnut Ridge Vineyard,https://maps.google.com/maps/contrib/108887893449217372970
AcYSjRhyDNOU2hBDhIUpXsZMK_KLHyRFxfnT2SN_Msuvyu-rxLss9YzK0MIw2AIVviycJknz3DokLftUwin1zaHQvBj5ddWwq0CaH5QyO7TGSoyxCt3PTX_lDufL8wzBpLpzIK_UNEa1E49cAzC0DAN1rkum1pD18SUVfzy8L7_sdPGJr3ul,ChIJmz8wPp6qwVQRibeXpi_EitI,2252,4000,Antoni gforcedude,https://maps.google.com/maps/contrib/111202289326897617280
AcYSjRhZ0jcdROqTbPZtIb_dEiuak6RnjSb0FTHvOywkomdxYTdPkBaqhOZnYZfX28Ygsx7S-Hll02JY4iS0ptKVfLhATGpSYfFSnAgia0-E_CEMpymOJAUuQUuWQ7XqLHrq14S3Iqogfp9lmJ81L7MevmbyvmKUqQdkNUANlI9mDsx86ia-,ChIJmz8wPp6qwVQRibeXpi_EitI,3024,4032,J B,https://maps.google.com/maps/contrib/102178235235066188553
AcYSjRhPUT-yAbxZK3Ze5o3o7HUZzbjPyQkD4iEaKlMADqtY7q36sn4ON3yRVke03IbdLi7HnziNQ0i2cJqguXfI_Fr2V3FllFQPMM_FG24UuqgMQs-ruQUY1_589lxsYjzkeHmIxLdNcNfWPLAKUn4ADoQ5MLQksHTlypgZXsSdIavbr3rz,ChIJmz8wPp6qwVQRibeXpi_EitI,4032,3024,Kasey Wierzbicki,https://maps.google.com/maps/contrib/108460080605609779083
AcYSjRheD1ombiugHRsq_qnzeMG2fRgaKbAAz6sko_y9-IbJKi3HnVzEoQpw7ws1NkfHiRL_iZTabuecfrAlBIZ4xPwWFA6U_M8epPgZbacACX_3Aqx3rWXWFZgPakfYvhuQR8otz_UXjeXIAXGYpDhxvlAbpMOiH2u6t44wfH-T-LWZlmTN,ChIJmz8wPp6qwVQRibeXpi_EitI,2252,4000,Antoni gforcedude,https://maps.google.com/maps/contrib/111202289326897617280
AcYSjRjWCGYpq5Av2qNvAGh-WwCvrfNfvbhkXI8cHB0cc7s7VPXAzsxhi5QMCuWo-qlbrzZxLmqxwLwU-TQIZy1SeMidNb5bACQxga8mbg9GiDwZ16Jsnz3MvwOZBURdZNyhWdABhF0e_8_uLIjyNA1yVvq4QCPvghPhikdzo04h0qqIQQ5U,ChIJmz8wPp6qwVQRibeXpi_EitI,828,1437,Kasey Wierzbicki,https://maps.google.com/maps/contrib/108460080605609779083
AcYSjRiheNiz2WRvY5EsIH_ib77yDS7qmaGeKkmrkaThoCCgjU_dgQdxPWRgOeK0TjcpAPU2eV4zJX3kCu7O6WrhvwkJ6H5zKLGph8ZYj0KtGW3-G1_Nn9vsdWaOnxZbQ65s7Ovnr2sV2LMdypBeefQxzUMS7ICcx3tJoj4fjD1u9RZqbECm,ChIJmz8wPp6qwVQRibeXpi_EitI,2252,4000,Antoni gforcedude,https://maps.google.com/maps/contrib/111202289326897617280
AcYSjRiqUeI7lSmzH-wFKd8GF6Pt1Nx8-xj1MRStF5zz7CZNzxYfAJBeQmGldC9a9Gq1gtpWeiPG031o9s0etVfy8acW7yBpsELRaaUhWrJ00EqrTxGSe3Ry6WQ1J65tuN7_9iSKlRoBstAPZItCUnUlMDDLwzDdCQlIdLkbvhlXrN7JeVyC,ChIJmz8wPp6qwVQRibeXpi_EitI,2448,3264,Walnut Ridge Vineyard,https://maps.google.com/maps/contrib/108887893449217372970
AcYSjRise2vWsYmfFkJUb9yungRweMhaiAb3xG9gSThwafjQS5yqmVhgEKOm63PjIdQr3qfMMb4S-ld2zq_yG1X3duWV4Dr2YQiLJrxIIt-z4Blyq1MrI31do91wD-uPnIgHGHK9jMZGvpNkQ_efa9v87h1u2C6zxOcrVfF6_o4qTwIan7Up,ChIJmz8wPp6qwVQRibeXpi_EitI,1955,3475,Ben Child,https://maps.google.com/maps/contrib/102776450004630334447
AcYSjRiXxOnfAXay4lKzVC5Z_8dJDpNCwNUP0c9Gq6NBC7JZlCHbcRESMimcejmfowfFgTCiu0K-bKeNLdTHxEUG7HcGRFDM94GHnWXsJy9XWp7T8FrfVaJYeGiIBu2EJFxwB_Uo5rdDcYjfYJPq41EI9zjNlQp5w5BEC6SkTxYxCsWRWCFP,ChIJg_P1G49MlVQRGBGVd5SC3f4,3302,5091,Yamhill Valley Vineyards,https://maps.google.com/maps/contrib/109979982577134344228
AcYSjRhTbpDAYpeYAnqGUbmp_6viObYxdJoYffOQm8Ps-Pvpc5zQ37HbXvSZsyiySrbFkyUNoym-dEbYaVSOvzEA8LmaTNFYgqoOJ3Sxhyr_vxpbYYz7X_Ojb6Wqm2ujzGeh20jpXAfS2S29VJQFmRIb-XNTolSLS_Mwbl9FO3sq_v5qjFzU,ChIJg_P1G49MlVQRGBGVd5SC3f4,417,607,Yamhill Valley Vineyards,https://maps.google.com/maps/contrib/109979982577134344228
AcYSjRgbDfQkyl-NnEQi_uB1s5v4-oEejzrFWEjBi-04RnHrMjiLvkGVtwFeIAlBvJNGe5F6bWQDVbRqY__zCp0VHJGBksibT0PfsRkvGMD5sQJPhEMnPDcDgpIQs5AzFAF9RfzQaPSPNTALhHRPN0-jt8mljz13uS5AaQWwi_09nZmoOAWp,ChIJg_P1G49MlVQRGBGVd5SC3f4,1306,2048,Yamhill Valley Vineyards,https://maps.google.com/maps/contrib/109979982577134344228
AcYSjRhD1pjAOz6_E3t5FpggsNAtdUrC31y3Se7x1xk14paTf-HuX5SE2RB7szch4jrIA8Fvrs1jmhnjucfUZ7njjpM5DjtvP-jqjpe8EZMQttLiIfqANlnrwuJpmm-FZLIDMUxozTtCkWzG6kIB5VyT3KEliedlOqn0oltThUbvIDc9XrSS,ChIJg_P1G49MlVQRGBGVd5SC3f4,3456,5184,Yamhill Valley Vineyards,https://maps.google.com/maps/contrib/109979982577134344228
AcYSjRj7S56Sbr3pqyiyg87pdlU4Jc7y--_N3rBcBs31RsVMJCK1wSqDfop3Lbnysu0FfIPSHi8gsr1rTZPjE_hvPMEpMmj8yV5b9rU9NjEyPxd55XNFxCDAHgNIyH4qbN6aQ34z6K3StQH71_A8AZopWVYGa6rs7t__qOLOyV113cKANlZC,ChIJg_P1G49MlVQRGBGVd5SC3f4,5184,3456,Yamhill Valley Vineyards,https://maps.google.com/maps/contrib/109979982577134344228
AcYSjRjDOWST4WZERqfMoUZKU5_bXvVLtRNof2wAGaIlGn3S0bXEZGFEPXwfVNzLu_X7hXk6qDpJE7kuWXZK2wJOAwsW8BZORFkK4NNjkrhNLslyuEEz9tkx4tKC6TyMZEXucLkUkwxlMdt3iP3T-xRjguOTG2lQTlZyImQDGSjdoB4YVVSk,ChIJg_P1G49MlVQRGBGVd5SC3f4,3456,5184,Yamhill Valley Vineyards,https://maps.google.com/maps/contrib/109979982577134344228
AcYSjRg_B8oEv62TcbBlj6x0CixXhTih2e0QQxsHw3Dm1JrvYuBPjPV8UjWDP-n9m2w95pSPV1ddrVmbU7CHAzfeczzl75dEKru1fRBM-dRGH-SCQTfvbEOBvfZdKXDP9qs3t5Tj0cW1GpP6qpCJ85FWmNeuUIYtZ1XJeAU7Q-5_u98Fe87Y,ChIJg_P1G49MlVQRGBGVd5SC3f4,1536,1024,Yamhill Valley Vineyards,https://maps.google.com/maps/contrib/109979982577134344228
AcYSjRg2MpxjBN5YLz4kG4vA4I3510gYvu3Fi3E5u8ZNCkk6TBdtdCOh8LwU5SrPLwukWnal15VRiPnBmjLnywYAAw8MiRC-TEsKUjmJWdBv-RT_dqVGfmgZP7QDXuB0GxdjdB93kAI94pDly99C5UH19Rvq1OMFLVZiN1_mOLIGcwLMkEVn,ChIJg_P1G49MlVQRGBGVd5SC3f4,2418,4032,Jack Gadzala,https://maps.google.com/maps/contrib/103995449835853540047
AcYSjRgq22D3nDFtB6Ub2irQQd95YYWuO0rNY0CDsN7Ou4woAt_F1kEz0xjo660uMcU5KR4nZbX-LVFcMI-zzuMvjQywrRQ5W6MVhXYGI95KoDoVlywgcPT24iiIshUb8tnIKVj6CvR-oCGIVFF_PRV4csyox_yts1e6lXLIsHpdYfg84lpj,ChIJg_P1G49MlVQRGBGVd5SC3f4,1536,1536,Monica Freelund,https://maps.google.com/maps/contrib/104823176538823872354
AcYSjRghK38fwuLooGoSmSniQ55rAwrjllfr04R-WKoXr-hyZiJCcDP9Uxn7ZTWn8XAXEUBL0n_Y63eu2Nno5TEmj_URO6C6EZPW8baaN61h9752ondGeTshNCEe2aZk3W_c2GTO1HH_5zoGfxocPGOSSqORTw5PrStT0z7vbtGPhslQHioj,ChIJg_P1G49MlVQRGBGVd5SC3f4,4000,2250,Greg Schaefer,https://maps.google.com/maps/contrib/109051274626727369267
AcYSjRivLABNxI2B3N-0lBv0HZK2jZv1BV23Aj_0SCO0kX0Unrx4d69a0HF5isccRQE-0N3Y6eVczgPaz6tL9OdvIYAnuPZp8HbQUVk-AMR2Z6i-rQLT4ilr5VPtCnch7vLsWVGMS-ZJ5fAPWsVkmhR6q9FY5-KOYNhbDYFgFJWP72K0INGm,ChIJAUHFvzLGuFQRqIyCskVir5c,5324,3554,Evoke Winery,https://maps.google.com/maps/contrib/112621041617286994000
AcYSjRiKEnBjPh8vOrpC0-FRAnON-q4KKgItN6yk5Z1c2SR44Y11ft6YGfGmg0pQJG-PaXxyD55Wsrm6aJEzRoBy87Xv93JiCemlRYpD1AEI9J3QW0qI2oLgLK6bOfHQqhr2bv52tQWE56BtmaXRs5Hs1UAaErUmaTYG9Yq--6ZrnfAW4sJ5,ChIJAUHFvzLGuFQRqIyCskVir5c,2397,3273,Kevan Olhausen,https://maps.google.com/maps/contrib/103608640885669191135
AcYSjRgK9Uf4ZCNE7EVXku2swJSW3H1f3h96JYb-DbVX5gzSRKp0mTvddbZL1F9OT6YfLUpGMaNi3jUEdUQS-48Q8wCw-Cl2OVl1Qu3Avt2lo6-D9VG6drqyZAGpapFazQk4Xy__dFoLlL834DdKUxXTnVxXB2iC_ruRbRsp5a3LzR5cbkHZ,ChIJAUHFvzLGuFQRqIyCskVir5c,4504,3003,Evoke Winery,https://maps.google.com/maps/contrib/112621041617286994000
AcYSjRi9nt_ER_XxEOa8Dcf6qfrtgIUdZQpIGWwTJIEy7ybIx3BOe27jtSKyxFBvDxeM1bCGraQCPr9QeKh-sv73Fes-Lr5L3Ks7jxsmHh7QD_xbfzlchnAa7nO_aW6_58zyXbtE2C1avDA1TXKHTfkOxioC-1AUDeGjoj7W3VvkJe7fTBNz,ChIJAUHFvzLGuFQRqIyCskVir5c,4000,1848,Erika Francis,https://maps.google.com/maps/contrib/114783339598317117947
AcYSjRjndkVVmZqHuIDHGgQzWB3PtY59qiyLQuqPzNzVFyoq9DRCcAYLZY9ouZNwjgDQMKSus-2PojCUSabgx9cnoNhkxTzPwaCHzi8OGfQeK_2S6wnevMLRwNF2iGLtQXHGoWO7ys-HBbDI8PgesSBCHOrukbBtrpU_pcXd-c_0N9YL86t2,ChIJAUHFvzLGuFQRqIyCskVir5c,3297,4946,Evoke Winery,https://maps.google.com/maps/contrib/112621041617286994000
AcYSjRg0fHaQH1bBvRmddZRYcOAKVef6CZOt6pk9nF-8LpDiZSCHSErRHfAfXpwNdKJMyq4mpIK9179U7aElQO4GXK1EPUoSY6oGsgEauiRgjBxseNHoIz7EmS78dZNdtf5Z916PHv5v7iKvXxiamSxItFr9EKLiItLvosFTKT1t5uXLJrzS,ChIJAUHFvzLGuFQRqIyCskVir5c,4000,6000,Evoke Winery,https://maps.google.com/maps/contrib/112621041617286994000
AcYSjRjcH1lHmWaHoOicsEl-W8Kbd6r0oX4mH0ZFOVblRcyyM1f8x8Z5U04SmPpFgAnxtFzdtdYWE-fA6w7OyurXgsWzUmba3ge45hXK1BFgROxDHUS6k2TNdwYiHsuOspIXPvxtAU8ffL6_K9RqNZcZtHizq4epNrtjYrb0NqK3RLPSpVx6,ChIJAUHFvzLGuFQRqIyCskVir5c,3024,4032,Derek Dietz,https://maps.google.com/maps/contrib/106429050289548013272
AcYSjRhamKjyDBc1d0Ny5RXFz5CMoU4hoIuPpo1C5XlDxvmmXHkGkgxbp3xyXMf6wbrO_5gUoUh_Jn3pEC81XYKlW835z_0vwkMkAcT7Zi5Ps_PjvgWhuU4n1pkN7G7W2lslwFExAIWSKRZiPZgGFO9iEQEDFbCK1-f7N1aGgBOGDcj70Xge,ChIJAUHFvzLGuFQRqIyCskVir5c,1000,667,Evoke Winery,https://maps.google.com/maps/contrib/112621041617286994000
AcYSjRgDBbbZGQl3WnMHi9l8_bKhdu0e4UvvH8EhjHzRw0yaAcPXI5uv1VbYeaVEPVBxKJYhWDMK_D76TsNkFtf8YriTUZ38ESlLIqsfh9z9LqE9zoMvYJYNhnj737t7APkLNMdu-mqMI9x3WsRco5fzO7kSLuHOKe94aqxSXCU6g9c7u4mC,ChIJAUHFvzLGuFQRqIyCskVir5c,5319,3546,Evoke Winery,https://maps.google.com/maps/contrib/112621041617286994000
AcYSjRid04vfJau-t6HuzxcYccRzOPGtxYdtKRnfZjBeI6tzfzTzbXNbGMzz7tCeuE8TaQekpHJVjb2X5fL2Nn2TOCD3azdjACL8LlKgQIDUDdE8QppmE3DWXh-u_xTr-GGuSPLPY6m0LBV_d-YBTbm8sN_5KkDlmQkVAY-w4pc16J__ecAc,ChIJAUHFvzLGuFQRqIyCskVir5c,3535,2503,Rory Fargo,https://maps.google.com/maps/contrib/113310257743446459683
AcYSjRgQjp6oD8HYB4cjxklDJzXiYRYpwhoCVechf6Qv7ts5ftdfUCYbG53zc91wZy-lEMjNymidAl5EL5E0C6Eb_5Cy1HdRSCKptWVPachUtPiSp02OzOGqkQDF7HRl1J7gpScptjkxZcFRf0x3K8-1f9_USVbsl1ICaixwg148_7kpg3gN,ChIJp6xxvqIOllQRNiNg9-9Uef4,816,1224,Cathedral Ridge Winery,https://maps.google.com/maps/contrib/107203091593670236910
AcYSjRjEQvTvKAIDi1Gb76QQCtqDbmQbPmEGLIhAvfu_YRyDuTSZzEI752-10xMo0MaRDf36_oEEhct5ybDnh2YcVP2c2GkTzYaD1cIkwYVKLQgHC1HpQA--0ni-6aNkPRkxju_f5jTO-XJe_z2GbpJy8fUeOR5P26KdBWvLE92aTRwaL1TD,ChIJp6xxvqIOllQRNiNg9-9Uef4,480,640,Cathedral Ridge Winery,https://maps.google.com/maps/contrib/107203091593670236910
AcYSjRhmTznMcTIERRvfxe06tKIQqb-r5bv4KBsCzrjtxlLcqH8WztxkaDYlbe25TP5pSxvc06YMf-rspbW6zfwLAIJA4Nq-xN1z26xQSh4rG9DYon-tAusgGdJUtRUrnVhnT27VglnQgYMUPoXEDN0X27gCsFsDmyLiWe-xX-FuTHn_27oA,ChIJp6xxvqIOllQRNiNg9-9Uef4,1224,816,Cathedral Ridge Winery,https://maps.google.com/maps/contrib/107203091593670236910
AcYSjRh-EePXU9jwFwqk_HDrEbtGXfp-Z_tqNCaHMyxxxf9KlBhxEJeYG66nHXKF3X4ZWYnr40neTF6wWMYb48st_iXiY6uaOiTX8vMS11S5kmZfjU5V8yDitHBaxx0lJfsDesb8zDS2agRCEQxKu_djFkUq-6irx4DjSA8RrfHtM0LMmqsV,ChIJp6xxvqIOllQRNiNg9-9Uef4,6936,9248,Mikabird,https://maps.google.com/maps/contrib/107933511599821930551
AcYSjRhid13Wq_UOK3lT4e_nDbZiH7qwhtYT_9sYmCkVC8DxlsRfmwCH2ViJfMg4JzUW37MOwsTLnix_z3QN3ieUTQszn40HRnNvFz5dydlzMDuct-dPfli4y9RvNyBHin8CF6khYyYO2pHBlTRoiVzYozyS5tqWWW3fih1R73klSU6GMM_x,ChIJp6xxvqIOllQRNiNg9-9Uef4,3072,4608,Cathedral Ridge Winery,https://maps.google.com/maps/contrib/107203091593670236910
AcYSjRjkklrbwIkHv3WdWQ6dK9sZA46onWFwQt16bUvlqPxcpTRK20m2dLDicsh0kLE2H3Lw6bYOb8TfX29UjqNySIzlZvIp-cudB3_v8uMReIjyLwfQ9sa6ocyFqpoKb4Woi6z5bvhzZM05ArJ3y7aA3MUr8V16awf9v196kDcvONbaansq,ChIJp6xxvqIOllQRNiNg9-9Uef4,816,1224,Cathedral Ridge Winery,https://maps.google.com/maps/contrib/107203091593670236910
AcYSjRibYXcWa_fw5QffwTtMym27cDGewtuuRKHw12hGGi4oBO5__gyvDYA_5wIX5umCQfyVRM5Snao6qLuxxrkB0tZVpsy0fcbGWFkx0oPI5E8PtPdoq4h1M8qudXru_AQ_4eGzg3nU7dI1jEsoGMPUbwSokdt8X7BV4FUHaTn-yYlsI1T4,ChIJp6xxvqIOllQRNiNg9-9Uef4,923,800,Cathedral Ridge Winery,https://maps.google.com/maps/contrib/107203091593670236910
